company_name,industry,job_title,experience_level,employment_type,posted_date,company_size,city,country,min_salary,max_salary,avg_salary,year,month,day_name,quarter,AWS,Azure,BigQuery,C++,CUDA,Excel,FastAPI,Flask,GCP,Hugging Face,KDB+,Keras,LangChain,MLflow,NumPy,Pandas,Power BI,PyTorch,Python,R,Reinforcement Learning,SQL,Scikit-learn,TensorFlow,skills_count
Solomon-Hartman,Finance,Data Analyst,Mid,Remote,2024-08-24,Startup,West Christopherfort,Gambia,101003.0,168211.0,134607.0,2024,August,Saturday,Q3,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,8
"Kelley, Adams and Robertson",Automotive,ML Engineer,Entry,Full-time,2024-08-13,Mid,Port James,Libya,123063.0,188735.0,155899.0,2024,August,Tuesday,Q3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5
Johnson-Cabrera,Healthcare,ML Engineer,Senior,Contract,2024-05-12,Large,South Bryanberg,Grenada,43723.0,55609.0,49666.0,2024,May,Sunday,Q2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6
"Love, Liu and Flynn",Tech,Quant Researcher,Entry,Full-time,2025-03-25,Startup,Matthewshire,France,62280.0,142270.0,102275.0,2025,March,Tuesday,Q1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
Mcdonald and Sons,Retail,Quant Researcher,Senior,Remote,2025-05-01,Large,Villanuevaberg,Comoros,122800.0,196570.0,159685.0,2025,May,Thursday,Q2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6
Le Ltd,Finance,AI Product Manager,Entry,Internship,2024-03-08,Large,South Ginachester,Tuvalu,109750.0,192019.0,150884.5,2024,March,Friday,Q1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,8
Larson-Moss,Healthcare,AI Product Manager,Mid,Internship,2023-10-13,Large,South Williamfurt,Barbados,92256.0,151389.0,121822.5,2023,October,Friday,Q4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5
"Farmer, Thompson and Smith",Healthcare,ML Engineer,Mid,Full-time,2023-12-30,Large,New Daniel,North Korea,62733.0,72920.0,67826.5,2023,December,Saturday,Q4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,6
Burns-Davis,Healthcare,NLP Engineer,Senior,Internship,2024-01-03,Large,Nicholasshire,Philippines,44536.0,65243.0,54889.5,2024,January,Wednesday,Q1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,7
Scott-Hernandez,Retail,ML Engineer,Senior,Full-time,2025-03-31,Startup,Freemanland,Grenada,117848.0,182284.0,150066.0,2025,March,Monday,Q1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5
Lozano-Valencia,E-commerce,Data Scientist,Entry,Internship,2024-03-22,Startup,Kelseybury,United States,126486.0,160422.0,143454.0,2024,March,Friday,Q1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6
Watkins-Pearson,Finance,Quant Researcher,Mid,Remote,2024-09-04,Large,East Rhondaview,Israel,47182.0,68293.0,57737.5,2024,September,Wednesday,Q3,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,8
Lewis Inc,Finance,Data Scientist,Senior,Full-time,2024-02-15,Startup,Lake Anthony,Mongolia,61782.0,111016.0,86399.0,2024,February,Thursday,Q1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,8
"Moreno, Salazar and Sexton",Finance,Data Scientist,Mid,Full-time,2025-01-29,Startup,North Johnstad,Tanzania,80727.0,158409.0,119568.0,2025,January,Wednesday,Q1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,5
Lopez Ltd,Tech,AI Researcher,Entry,Full-time,2025-05-19,Mid,East Deborahshire,Algeria,114829.0,163954.0,139391.5,2025,May,Monday,Q2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4
Orozco-Tran,Retail,Quant Researcher,Mid,Internship,2024-01-09,Large,Kevinton,Zimbabwe,144070.0,166802.0,155436.0,2024,January,Tuesday,Q1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,7
Allen-Miller,Education,AI Researcher,Senior,Contract,2025-08-06,Large,Elijahshire,Benin,52942.0,108682.0,80812.0,2025,August,Wednesday,Q3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,6
"Ray, Phillips and Kim",Automotive,NLP Engineer,Mid,Internship,2024-07-08,Startup,West Shellymouth,Togo,113035.0,170507.0,141771.0,2024,July,Monday,Q3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,5
Rodriguez-Williams,Automotive,Data Scientist,Mid,Internship,2024-11-16,Startup,New Jenniferfort,Yemen,132860.0,175653.0,154256.5,2024,November,Saturday,Q4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
Randall-Sanchez,Tech,Data Scientist,Mid,Contract,2024-12-26,Mid,West Julieland,Colombia,117504.0,216279.0,166891.5,2024,December,Thursday,Q4,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6
"Mendoza, Chung and Burnett",E-commerce,Computer Vision Engineer,Mid,Remote,2024-09-20,Large,New Jacob,Kyrgyzstan,119974.0,214225.0,167099.5,2024,September,Friday,Q3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,5
Odom PLC,Healthcare,NLP Engineer,Senior,Contract,2025-07-09,Mid,South Jacobshire,Belgium,89679.0,162956.0,126317.5,2025,July,Wednesday,Q3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,5
"Miller, Jimenez and Walker",Education,Computer Vision Engineer,Senior,Internship,2024-09-29,Mid,Lake Patriciaview,Libya,92350.0,190209.0,141279.5,2024,September,Sunday,Q3,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,7
Valdez-Williams,Automotive,ML Engineer,Mid,Contract,2024-05-19,Large,Port Charles,Belgium,100745.0,156193.0,128469.0,2024,May,Sunday,Q2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4
"Rodriguez, West and Erickson",Tech,ML Engineer,Entry,Full-time,2024-05-01,Startup,Lake Joshuastad,Qatar,144980.0,238642.0,191811.0,2024,May,Wednesday,Q2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6
Church-Young,Automotive,Data Analyst,Mid,Contract,2025-05-17,Startup,West Paulshire,Peru,43750.0,143665.0,93707.5,2025,May,Saturday,Q2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,6
Ramirez PLC,Healthcare,AI Researcher,Entry,Full-time,2024-02-14,Mid,East Jason,Israel,123991.0,140802.0,132396.5,2024,February,Wednesday,Q1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,6
Simmons PLC,Automotive,AI Researcher,Entry,Internship,2024-02-18,Mid,Peterland,Israel,82447.0,99125.0,90786.0,2024,February,Sunday,Q1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
"Miller, Simmons and Johnson",Healthcare,Computer Vision Engineer,Mid,Remote,2024-04-11,Startup,Obrienshire,Uzbekistan,40493.0,78657.0,59575.0,2024,April,Thursday,Q2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,6
"Stevens, Ball and Tyler",Automotive,Data Analyst,Senior,Remote,2024-08-19,Mid,Dennischester,Bahrain,123525.0,145590.0,134557.5,2024,August,Monday,Q3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,7
"Hunt, Scott and Schneider",Retail,Quant Researcher,Mid,Remote,2024-10-12,Large,Jessicaside,Switzerland,48593.0,83543.0,66068.0,2024,October,Saturday,Q4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,5
"Wright, Diaz and Rosario",Education,AI Product Manager,Entry,Remote,2025-03-13,Startup,East Bernardfurt,Cyprus,84439.0,138226.0,111332.5,2025,March,Thursday,Q1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,5
"Dean, Reid and Johnson",Finance,AI Researcher,Mid,Internship,2024-07-17,Large,Santostown,Timor-Leste,132748.0,206860.0,169804.0,2024,July,Wednesday,Q3,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6
"Rose, Simon and Cruz",Education,Quant Researcher,Senior,Contract,2025-09-01,Mid,Haasview,Paraguay,127247.0,153167.0,140207.0,2025,September,Monday,Q3,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7
Russo Inc,Automotive,Quant Researcher,Mid,Contract,2025-08-21,Mid,Munozside,Morocco,72261.0,141735.0,106998.0,2025,August,Thursday,Q3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,7
"Short, Hodge and Castillo",Tech,Data Analyst,Mid,Internship,2024-02-01,Mid,Lake Jasonville,Latvia,129504.0,207322.0,168413.0,2024,February,Thursday,Q1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,7
Bauer Group,E-commerce,AI Product Manager,Mid,Remote,2024-02-02,Startup,South Jaredview,Palau,116697.0,174967.0,145832.0,2024,February,Friday,Q1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,9
Petty PLC,Retail,Computer Vision Engineer,Entry,Remote,2024-07-18,Startup,Castrobury,Spain,46832.0,131794.0,89313.0,2024,July,Thursday,Q3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,8
Stuart and Sons,Healthcare,Data Scientist,Mid,Internship,2025-03-04,Large,Lake Randychester,Turkey,135983.0,151535.0,143759.0,2025,March,Tuesday,Q1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6
"Barker, Monroe and Ortega",Education,AI Product Manager,Senior,Full-time,2023-11-27,Startup,Robertsonfort,Mauritius,86380.0,119826.0,103103.0,2023,November,Monday,Q4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,6
Chambers-Santiago,Finance,AI Product Manager,Entry,Contract,2023-10-17,Startup,Halefurt,Jordan,97354.0,192951.0,145152.5,2023,October,Tuesday,Q4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,5
Nolan-Brown,E-commerce,Quant Researcher,Mid,Full-time,2024-06-16,Large,Karenville,Gabon,130041.0,148947.0,139494.0,2024,June,Sunday,Q2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5
"Cox, Fitzgerald and Wong",Finance,Data Scientist,Mid,Internship,2023-09-29,Large,Davidtown,Indonesia,98664.0,190980.0,144822.0,2023,September,Friday,Q3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5
Zhang-Williams,Automotive,Data Analyst,Entry,Contract,2024-11-09,Large,East Henryfort,Canada,112236.0,163663.0,137949.5,2024,November,Saturday,Q4,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5
Henry-Grimes,Education,Data Scientist,Entry,Remote,2023-10-16,Large,Port Biancachester,Germany,89452.0,161968.0,125710.0,2023,October,Monday,Q4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,8
"Garcia, Lowery and Alexander",Finance,AI Researcher,Mid,Remote,2024-01-04,Large,East Kennethfurt,Malta,41836.0,115821.0,78828.5,2024,January,Thursday,Q1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,8
Turner PLC,Healthcare,Quant Researcher,Senior,Full-time,2025-03-08,Large,East Sandrabury,Timor-Leste,80778.0,94197.0,87487.5,2025,March,Saturday,Q1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6
Davis LLC,Tech,AI Product Manager,Entry,Remote,2025-07-21,Mid,Sarahburgh,Vatican City,68580.0,87181.0,77880.5,2025,July,Monday,Q3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
Foster-Stephens,Education,Data Scientist,Senior,Internship,2025-08-10,Mid,Robinsonport,Iraq,41323.0,86336.0,63829.5,2025,August,Sunday,Q3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,7
"Ho, Scott and Martinez",Education,AI Product Manager,Senior,Full-time,2025-04-24,Startup,Lyonsland,North Macedonia,127995.0,170331.0,149163.0,2025,April,Thursday,Q2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6
Green PLC,Retail,Computer Vision Engineer,Mid,Remote,2025-03-27,Large,Gutierrezport,Norway,91343.0,143899.0,117621.0,2025,March,Thursday,Q1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,7
Hudson Group,E-commerce,Computer Vision Engineer,Mid,Remote,2024-05-16,Mid,New Shawnberg,Sweden,58872.0,121321.0,90096.5,2024,May,Thursday,Q2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7
"Pham, Mathews and Gray",Automotive,AI Product Manager,Mid,Remote,2023-10-30,Large,South Crystalshire,France,59652.0,117331.0,88491.5,2023,October,Monday,Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,4
"Saunders, Howell and Martinez",Healthcare,Computer Vision Engineer,Senior,Full-time,2024-08-14,Mid,West Wandaside,Kenya,64588.0,93067.0,78827.5,2024,August,Wednesday,Q3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,8
King LLC,Automotive,Computer Vision Engineer,Senior,Internship,2024-11-28,Startup,Ruizton,Ivory Coast,62963.0,73964.0,68463.5,2024,November,Thursday,Q4,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,7
Anthony Group,Tech,NLP Engineer,Mid,Contract,2025-04-17,Large,Lisaborough,Madagascar,147083.0,198629.0,172856.0,2025,April,Thursday,Q2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,6
"Kim, Peterson and Schaefer",Automotive,AI Researcher,Entry,Contract,2025-07-02,Large,Ericksonport,New Zealand,124727.0,213590.0,169158.5,2025,July,Wednesday,Q3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4
Parrish-Small,Retail,NLP Engineer,Senior,Contract,2025-08-05,Startup,Perryland,Morocco,103756.0,181213.0,142484.5,2025,August,Tuesday,Q3,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,8
"Shaw, Myers and Smith",Finance,Data Scientist,Mid,Full-time,2024-05-21,Startup,Brookeport,Tuvalu,97542.0,184959.0,141250.5,2024,May,Tuesday,Q2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Smith-Huynh,Automotive,ML Engineer,Entry,Contract,2024-09-21,Startup,South Dawnfort,United Arab Emirates,80381.0,97901.0,89141.0,2024,September,Saturday,Q3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
Cardenas-Williams,Education,Data Scientist,Senior,Remote,2024-12-20,Startup,West Michael,Palau,147604.0,186982.0,167293.0,2024,December,Friday,Q4,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,8
Davis Inc,Healthcare,Data Analyst,Entry,Full-time,2024-12-27,Mid,Taylorland,Poland,56981.0,90644.0,73812.5,2024,December,Friday,Q4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,6
Davis-Hudson,Retail,Data Analyst,Entry,Remote,2025-08-13,Startup,South Thomasview,Brazil,116148.0,184483.0,150315.5,2025,August,Wednesday,Q3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7
"Mcdonald, Carey and Cruz",Healthcare,AI Researcher,Mid,Contract,2023-09-23,Large,Kingburgh,Eritrea,49163.0,80743.0,64953.0,2023,September,Saturday,Q3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,7
Williams LLC,Healthcare,AI Product Manager,Entry,Contract,2025-01-04,Large,Jeremytown,Equatorial Guinea,51721.0,118914.0,85317.5,2025,January,Saturday,Q1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,6
Cooper PLC,Education,Quant Researcher,Mid,Remote,2024-06-27,Large,Michaelbury,Micronesia,143486.0,177073.0,160279.5,2024,June,Thursday,Q2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,7
"Graham, Ramirez and Haas",Automotive,Data Analyst,Entry,Remote,2024-10-08,Mid,East Tammy,Syria,141494.0,226122.0,183808.0,2024,October,Tuesday,Q4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,8
"Lowe, Schmidt and Harris",Tech,NLP Engineer,Entry,Contract,2025-07-22,Mid,Dannyborough,Morocco,40667.0,138793.0,89730.0,2025,July,Tuesday,Q3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6
"Kemp, Young and Stewart",E-commerce,Computer Vision Engineer,Entry,Remote,2024-05-08,Startup,Tracyborough,Czech Republic,45587.0,114965.0,80276.0,2024,May,Wednesday,Q2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,6
"Hodges, Allen and Washington",Automotive,Data Analyst,Mid,Contract,2024-05-03,Mid,Davidside,Jordan,50145.0,64920.0,57532.5,2024,May,Friday,Q2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,4
Blair PLC,E-commerce,Data Analyst,Senior,Contract,2024-11-06,Large,Hernandezshire,Luxembourg,125963.0,141117.0,133540.0,2024,November,Wednesday,Q4,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,8
"Cruz, Patrick and King",E-commerce,AI Researcher,Mid,Remote,2025-04-26,Startup,Walshstad,Kyrgyzstan,117682.0,149820.0,133751.0,2025,April,Saturday,Q2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,5
"Rivers, Jones and Cameron",E-commerce,ML Engineer,Entry,Full-time,2024-11-02,Large,Nelsonchester,Niger,108359.0,163658.0,136008.5,2024,November,Saturday,Q4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,5
Lindsey-Chan,Finance,AI Product Manager,Entry,Contract,2024-07-18,Mid,Albertport,Rwanda,46169.0,74675.0,60422.0,2024,July,Thursday,Q3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,6
Hess Inc,Healthcare,Data Analyst,Mid,Remote,2024-08-26,Mid,East Kathrynchester,Fiji,109531.0,131253.0,120392.0,2024,August,Monday,Q3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
Williams Ltd,Retail,ML Engineer,Entry,Contract,2024-02-27,Mid,Lake Patrick,Sao Tome and Principe,146291.0,220807.0,183549.0,2024,February,Tuesday,Q1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5
"Moore, Fields and Valdez",Tech,AI Product Manager,Entry,Contract,2025-08-31,Mid,Marcusstad,Guatemala,60309.0,116090.0,88199.5,2025,August,Sunday,Q3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,7
Todd-Wright,Automotive,Data Scientist,Senior,Contract,2024-03-12,Startup,Port Thomas,Iraq,135243.0,196909.0,166076.0,2024,March,Tuesday,Q1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,6
Morrison and Sons,E-commerce,ML Engineer,Senior,Internship,2024-11-04,Mid,Richardfurt,Jamaica,141909.0,166648.0,154278.5,2024,November,Monday,Q4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6
"Barrett, Bennett and Stokes",Education,ML Engineer,Entry,Remote,2025-03-22,Startup,New John,Japan,110795.0,199925.0,155360.0,2025,March,Saturday,Q1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
"Jefferson, Orr and Gonzalez",Retail,NLP Engineer,Mid,Remote,2024-01-24,Large,Lake Matthewhaven,Romania,97755.0,118149.0,107952.0,2024,January,Wednesday,Q1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,8
"Davis, Chambers and Lee",Healthcare,Data Analyst,Senior,Remote,2024-02-02,Mid,Davidton,Vietnam,141037.0,189383.0,165210.0,2024,February,Friday,Q1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,8
Guerra-Hall,Healthcare,AI Product Manager,Mid,Remote,2024-09-24,Mid,New Ronald,Panama,128537.0,188005.0,158271.0,2024,September,Tuesday,Q3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5
Brooks Ltd,Healthcare,AI Product Manager,Senior,Full-time,2025-02-05,Mid,West Elizabeth,Germany,56606.0,106301.0,81453.5,2025,February,Wednesday,Q1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6
"Nolan, Jones and Nelson",Tech,ML Engineer,Mid,Contract,2023-12-05,Startup,Hillfurt,Bolivia,54795.0,115927.0,85361.0,2023,December,Tuesday,Q4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,6
"Davidson, Walsh and Meyers",Finance,Data Analyst,Senior,Internship,2024-06-06,Mid,Susanfort,Iraq,68706.0,105919.0,87312.5,2024,June,Thursday,Q2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6
Burgess-Barrera,Finance,NLP Engineer,Senior,Contract,2025-09-13,Large,Leebury,Seychelles,107190.0,142210.0,124700.0,2025,September,Saturday,Q3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
Anderson LLC,Healthcare,ML Engineer,Entry,Contract,2024-01-22,Mid,South Briannafort,Mozambique,65172.0,119584.0,92378.0,2024,January,Monday,Q1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,7
"Cameron, Carter and Smith",Healthcare,AI Researcher,Mid,Full-time,2025-06-18,Large,Blakebury,Chile,58475.0,150927.0,104701.0,2025,June,Wednesday,Q2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5
Christensen LLC,Finance,AI Product Manager,Entry,Contract,2024-08-02,Large,New Codystad,Hungary,89065.0,169950.0,129507.5,2024,August,Friday,Q3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4
Clark-Dennis,Finance,NLP Engineer,Mid,Remote,2024-08-08,Mid,North Brianhaven,Italy,140046.0,166454.0,153250.0,2024,August,Thursday,Q3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,5
Obrien and Sons,Automotive,AI Researcher,Mid,Internship,2024-06-30,Large,North Joannaberg,Saint Vincent and the Grenadines,50054.0,60639.0,55346.5,2024,June,Sunday,Q2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,5
Gomez PLC,E-commerce,ML Engineer,Senior,Internship,2025-04-05,Startup,Stevenshire,Belgium,84367.0,161104.0,122735.5,2025,April,Saturday,Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4
Rogers-Shaw,E-commerce,ML Engineer,Senior,Internship,2025-01-13,Startup,Ginafurt,Palau,106747.0,192008.0,149377.5,2025,January,Monday,Q1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,7
Gardner-Murphy,Education,NLP Engineer,Senior,Full-time,2024-01-16,Mid,Phillipsmouth,Belgium,134658.0,192987.0,163822.5,2024,January,Tuesday,Q1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7
"Brooks, Morales and Parker",Automotive,Quant Researcher,Senior,Full-time,2024-08-25,Startup,South Chelseamouth,Mauritania,67982.0,80867.0,74424.5,2024,August,Sunday,Q3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,6
"Harrison, Nelson and Butler",Tech,Data Analyst,Mid,Internship,2025-06-25,Mid,North Darren,Papua New Guinea,66502.0,125569.0,96035.5,2025,June,Wednesday,Q2,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
"Boyd, Manning and Smith",E-commerce,ML Engineer,Mid,Full-time,2024-10-28,Startup,Walshmouth,Egypt,129492.0,154474.0,141983.0,2024,October,Monday,Q4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4
Morgan Group,E-commerce,Data Scientist,Mid,Contract,2025-05-02,Startup,East Robertbury,Palestine,46778.0,126259.0,86518.5,2025,May,Friday,Q2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6
"Sutton, Rivera and Mcintyre",Education,Data Scientist,Entry,Internship,2025-09-07,Startup,Port Briannaview,Myanmar,139140.0,205348.0,172244.0,2025,September,Sunday,Q3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
Lee Inc,Education,AI Product Manager,Entry,Contract,2024-10-25,Startup,Bradshawport,Taiwan,81090.0,99269.0,90179.5,2024,October,Friday,Q4,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,7
Clark-Stevens,Tech,NLP Engineer,Senior,Contract,2024-01-17,Startup,Port Isabellaport,Barbados,134343.0,205844.0,170093.5,2024,January,Wednesday,Q1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
Young LLC,Education,Computer Vision Engineer,Senior,Full-time,2024-02-12,Large,South Evan,Zambia,72912.0,155169.0,114040.5,2024,February,Monday,Q1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,8
